Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File	Specie ID	Original Index	offset	review	type	Reason
249	Spectrogram 1	1	200.789333333	201.120000000	1242.188	2039.062	SMA03294_20210603_193000.wav	Boana_platanera	922	180	0		
250	Spectrogram 1	1	201.504000000	201.845333333	1218.750	1804.688	SMA03294_20210603_193000.wav	Boana_platanera	926	180	0		
252	Spectrogram 1	1	202.432000000	202.816000000	539.062	1734.375	SMA03294_20210603_193000.wav	Boana_platanera	936	180	0		
253	Spectrogram 1	1	203.178666667	203.381333333	1218.750	1757.812	SMA03294_20210603_193000.wav	Boana_platanera	942	180	0		
254	Spectrogram 1	1	203.701333333	203.957333333	1242.188	1757.812	SMA03294_20210603_193000.wav	Boana_platanera	945	180	0		
255	Spectrogram 1	1	204.245333333	204.522666667	515.625	1945.312	SMA03294_20210603_193000.wav	Boana_platanera	946	180	0		
256	Spectrogram 1	1	204.512000000	205.130666667	539.062	2179.688	SMA03294_20210603_193000.wav	Boana_platanera	949	180	0		
257	Spectrogram 1	1	205.301333333	205.525333333	1242.188	2015.625	SMA03294_20210603_193000.wav	Boana_platanera	950	180	0		
258	Spectrogram 1	1	205.813333333	206.080000000	960.938	1921.875	SMA03294_20210603_193000.wav	Boana_platanera	954	180	0		
259	Spectrogram 1	1	206.261333333	206.517333333	539.062	1968.750	SMA03294_20210603_193000.wav	Boana_platanera	955	180	0		
260	Spectrogram 1	1	206.794666667	207.125333333	562.500	1851.562	SMA03294_20210603_193000.wav	Boana_platanera	959	180	0		
261	Spectrogram 1	1	208.096000000	208.405333333	1218.750	1875.000	SMA03294_20210603_193000.wav	Boana_platanera	961	180	0		
262	Spectrogram 1	1	208.661333333	209.141333333	585.938	2203.125	SMA03294_20210603_193000.wav	Boana_platanera	962	180	0		
263	Spectrogram 1	1	210.410666667	210.645333333	351.562	1851.562	SMA03294_20210603_193000.wav	Boana_platanera	964	180	0		
264	Spectrogram 1	1	210.848000000	211.392000000	445.312	2484.375	SMA03294_20210603_193000.wav	Boana_platanera	966	180	0		
265	Spectrogram 1	1	211.840000000	212.106666667	515.625	1875.000	SMA03294_20210603_193000.wav	Boana_platanera	972	180	0		
266	Spectrogram 1	1	214.400000000	214.709333333	515.625	2460.938	SMA03294_20210603_193000.wav	Boana_platanera	982	180	0		
267	Spectrogram 1	1	215.360000000	215.626666667	1031.250	1757.812	SMA03294_20210603_193000.wav	Boana_platanera	985	180	0		
268	Spectrogram 1	1	218.282666667	218.549333333	867.188	1804.688	SMA03294_20210603_193000.wav	Boana_platanera	1000	180	0		
269	Spectrogram 1	1	218.762666667	219.029333333	562.500	1804.688	SMA03294_20210603_193000.wav	Boana_platanera	1003	180	0		
270	Spectrogram 1	1	219.168000000	219.562666667	562.500	2320.312	SMA03294_20210603_193000.wav	Boana_platanera	1006	180	0		
271	Spectrogram 1	1	220.608000000	220.992000000	539.062	1734.375	SMA03294_20210603_193000.wav	Boana_platanera	1010	180	0		
272	Spectrogram 1	1	221.258666667	221.642666667	539.062	1898.438	SMA03294_20210603_193000.wav	Boana_platanera	1012	180	0		
273	Spectrogram 1	1	222.346666667	222.656000000	539.062	1757.812	SMA03294_20210603_193000.wav	Boana_platanera	1015	180	0		
274	Spectrogram 1	1	222.794666667	223.018666667	585.938	1781.250	SMA03294_20210603_193000.wav	Boana_platanera	1016	180	0		
275	Spectrogram 1	1	223.456000000	223.712000000	1195.312	1921.875	SMA03294_20210603_193000.wav	Boana_platanera	1019	180	0		
276	Spectrogram 1	1	224.085333333	224.469333333	562.500	1898.438	SMA03294_20210603_193000.wav	Boana_platanera	1023	180	0		
277	Spectrogram 1	1	224.618666667	224.885333333	562.500	1945.312	SMA03294_20210603_193000.wav	Boana_platanera	1028	180	0		
278	Spectrogram 1	1	224.874666667	225.301333333	539.062	2320.312	SMA03294_20210603_193000.wav	Boana_platanera	1029	180	0		
279	Spectrogram 1	1	225.472000000	225.834666667	562.500	2296.875	SMA03294_20210603_193000.wav	Boana_platanera	1031	180	0		
280	Spectrogram 1	1	225.984000000	226.325333333	539.062	2296.875	SMA03294_20210603_193000.wav	Boana_platanera	1032	180	0		
281	Spectrogram 1	1	226.634666667	227.008000000	562.500	1851.562	SMA03294_20210603_193000.wav	Boana_platanera	1034	180	0		
282	Spectrogram 1	1	227.328000000	228.085333333	539.062	2437.500	SMA03294_20210603_193000.wav	Boana_platanera	1037	180	0		
283	Spectrogram 1	1	228.160000000	228.800000000	562.500	2226.562	SMA03294_20210603_193000.wav	Boana_platanera	1039	180	0		
284	Spectrogram 1	1	228.917333333	229.386666667	515.625	2414.062	SMA03294_20210603_193000.wav	Boana_platanera	1042	180	0		
285	Spectrogram 1	1	230.602666667	230.848000000	562.500	1804.688	SMA03294_20210603_193000.wav	Boana_platanera	1051	180	0		
286	Spectrogram 1	1	230.965333333	231.434666667	562.500	2273.438	SMA03294_20210603_193000.wav	Boana_platanera	1053	180	0		
287	Spectrogram 1	1	231.541333333	231.882666667	539.062	1804.688	SMA03294_20210603_193000.wav	Boana_platanera	1057	180	0		
288	Spectrogram 1	1	232.032000000	232.341333333	1125.000	1828.125	SMA03294_20210603_193000.wav	Boana_platanera	1062	180	0		
289	Spectrogram 1	1	232.309333333	232.981333333	515.625	2296.875	SMA03294_20210603_193000.wav	Boana_platanera	1064	180	0		
290	Spectrogram 1	1	233.162666667	233.664000000	539.062	2320.312	SMA03294_20210603_193000.wav	Boana_platanera	1068	180	0		
291	Spectrogram 1	1	233.578666667	234.112000000	492.188	2460.938	SMA03294_20210603_193000.wav	Boana_platanera	1069	180	0		
292	Spectrogram 1	1	234.133333333	234.560000000	562.500	2273.438	SMA03294_20210603_193000.wav	Boana_platanera	1073	180	0		
293	Spectrogram 1	1	235.872000000	236.192000000	539.062	1921.875	SMA03294_20210603_193000.wav	Boana_platanera	1078	180	0		
294	Spectrogram 1	1	236.405333333	236.832000000	515.625	2296.875	SMA03294_20210603_193000.wav	Boana_platanera	1080	180	0		
295	Spectrogram 1	1	237.984000000	238.250666667	960.938	1734.375	SMA03294_20210603_193000.wav	Boana_platanera	1084	180	0		
296	Spectrogram 1	1	242.805333333	243.008000000	1289.062	1781.250	SMA03393_20210609_200000.wav	Boana_platanera	1481	240	0		
297	Spectrogram 1	1	243.413333333	243.562666667	1101.562	1851.562	SMA03393_20210609_200000.wav	Boana_platanera	1484	240	0		
298	Spectrogram 1	1	244.714666667	244.885333333	1289.062	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1492	240	0		
299	Spectrogram 1	1	250.325333333	250.613333333	1289.062	1757.812	SMA03393_20210609_200000.wav	Boana_platanera	1506	240	0		
300	Spectrogram 1	1	252.181333333	252.330666667	1171.875	1687.500	SMA03393_20210609_200000.wav	Boana_platanera	1511	240	0		
301	Spectrogram 1	1	254.794666667	254.976000000	492.188	1992.188	SMA03393_20210609_200000.wav	Boana_platanera	1515	240	0		
302	Spectrogram 1	1	256.000000000	256.202666667	492.188	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1518	240	0		
303	Spectrogram 1	1	256.490666667	256.661333333	1359.375	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1519	240	0		
304	Spectrogram 1	1	257.109333333	257.269333333	1359.375	1734.375	SMA03393_20210609_200000.wav	Boana_platanera	1522	240	0		
305	Spectrogram 1	1	258.026666667	258.368000000	1335.938	1687.500	SMA03393_20210609_200000.wav	Boana_platanera	1523	240	0		
306	Spectrogram 1	1	259.701333333	259.904000000	1312.500	1687.500	SMA03393_20210609_200000.wav	Boana_platanera	1527	240	0		
307	Spectrogram 1	1	260.192000000	260.341333333	1171.875	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1528	240	0		
308	Spectrogram 1	1	262.997333333	263.136000000	1359.375	1734.375	SMA03393_20210609_200000.wav	Boana_platanera	1534	240	0		
309	Spectrogram 1	1	263.914666667	264.064000000	1265.625	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1538	240	0		
310	Spectrogram 1	1	264.650666667	264.810666667	1265.625	2015.625	SMA03393_20210609_200000.wav	Boana_platanera	1540	240	0		
311	Spectrogram 1	1	265.269333333	265.429333333	1171.875	1687.500	SMA03393_20210609_200000.wav	Boana_platanera	1542	240	0		
312	Spectrogram 1	1	265.973333333	266.112000000	1289.062	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1548	240	0		
313	Spectrogram 1	1	266.602666667	266.762666667	1359.375	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1551	240	0		
314	Spectrogram 1	1	267.381333333	267.562666667	1148.438	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1554	240	0		
315	Spectrogram 1	1	267.754666667	267.882666667	1335.938	1710.938	SMA03393_20210609_200000.wav	Boana_platanera	1556	240	0		
316	Spectrogram 1	1	270.752000000	270.912000000	1148.438	1804.688	SMA03393_20210609_200000.wav	Boana_platanera	1562	240	0		
318	Spectrogram 1	1	281.141333333	281.312000000	1265.625	1570.312	SMA03393_20210609_200000.wav	Boana_platanera	1589	240	0		
319	Spectrogram 1	1	283.338666667	283.477333333	1101.562	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1594	240	0		
320	Spectrogram 1	1	283.872000000	284.288000000	539.062	1687.500	SMA03393_20210609_200000.wav	Boana_platanera	1597	240	0		
321	Spectrogram 1	1	284.725333333	284.938666667	515.625	1710.938	SMA03393_20210609_200000.wav	Boana_platanera	1599	240	0		
322	Spectrogram 1	1	285.344000000	285.525333333	1148.438	1687.500	SMA03393_20210609_200000.wav	Boana_platanera	1601	240	0		
323	Spectrogram 1	1	286.794666667	286.933333333	1312.500	1781.250	SMA03393_20210609_200000.wav	Boana_platanera	1606	240	0		
324	Spectrogram 1	1	287.797333333	287.989333333	515.625	1781.250	SMA03393_20210609_200000.wav	Boana_platanera	1610	240	0		
325	Spectrogram 1	1	288.864000000	289.024000000	1101.562	1640.625	SMA03393_20210609_200000.wav	Boana_platanera	1613	240	0		
326	Spectrogram 1	1	290.186666667	290.336000000	1289.062	1687.500	SMA03393_20210609_200000.wav	Boana_platanera	1617	240	0		
327	Spectrogram 1	1	290.965333333	291.136000000	515.625	1757.812	SMA03393_20210609_200000.wav	Boana_platanera	1621	240	0		
328	Spectrogram 1	1	291.680000000	291.872000000	1125.000	1968.750	SMA03393_20210609_200000.wav	Boana_platanera	1623	240	0		
329	Spectrogram 1	1	297.482666667	297.653333333	492.188	1734.375	SMA03393_20210609_200000.wav	Boana_platanera	1641	240	0		
330	Spectrogram 1	1	298.752000000	298.922666667	515.625	1664.062	SMA03393_20210609_200000.wav	Boana_platanera	1647	240	0		
518	Spectrogram 1	1	1330.069333333	1330.261333333	1453.125	1968.750	SMA03126_20210609_182000.wav	Boana_platanera	4559	1320	0		
340	Spectrogram 1	1	364.704000000	365.312000000	2648.438	3351.562	SMA03126_20210611_175000.wav	Crotophaga_ani	1810	360	0		
341	Spectrogram 1	1	387.626666667	387.968000000	2718.750	3492.188	SMA03126_20210611_175000.wav	Crotophaga_ani	1836	360	0		
342	Spectrogram 1	1	394.869333333	395.221333333	2718.750	3445.312	SMA03126_20210611_175000.wav	Crotophaga_ani	1862	360	0		
345	Spectrogram 1	1	408.298666667	408.960000000	2554.688	3375.000	SMA03126_20210611_175000.wav	Crotophaga_ani	1880	360	0		
418	Spectrogram 1	1	711.392000000	711.904000000	1171.875	2906.250	SMA03393_20210601_174000.wav	Crotophaga_ani	2551	660	0		
419	Spectrogram 1	1	712.277333333	712.736000000	1195.312	2882.812	SMA03393_20210601_174000.wav	Crotophaga_ani	2554	660	0		
425	Spectrogram 1	1	734.549333333	735.520000000	726.562	6046.875	SMA03411_20210605_074000.wav	Crotophaga_ani	2584	720	0		
427	Spectrogram 1	1	758.293333333	759.040000000	1078.125	5765.625	SMA03411_20210605_074000.wav	Crotophaga_ani	2606	720	0		
429	Spectrogram 1	1	764.298666667	766.176000000	773.438	6023.438	SMA03411_20210605_074000.wav	Crotophaga_ani	2619	720	0		
430	Spectrogram 1	1	768.256000000	769.514666667	1031.250	5929.688	SMA03411_20210605_074000.wav	Crotophaga_ani	2622	720	0		
437	Spectrogram 1	1	811.349333333	812.682666667	1710.938	2296.875	SMA03210_20210320_054000.wav	Crypturellus_soui	2708	780	0		
443	Spectrogram 1	1	833.546666667	834.464000000	1851.562	2273.438	SMA03210_20210320_054000.wav	Crypturellus_soui	2769	780	0		
485	Spectrogram 1	1	1006.485333333	1007.520000000	1710.938	2085.938	SMA03247_20210603_180000.wav	Crypturellus_soui	3263	960	0		
489	Spectrogram 1	1	1057.376000000	1058.624000000	1664.062	2039.062	SMA03286_20210603_180000.wav	Crypturellus_soui	3567	1020	0		
490	Spectrogram 1	1	1065.589333333	1066.389333333	1687.500	2085.938	SMA03286_20210603_180000.wav	Crypturellus_soui	3604	1020	0		
491	Spectrogram 1	1	1087.157333333	1088.618666667	1382.812	2367.188	SMA03286_20210605_053000.wav	Crypturellus_soui	3693	1080	0		
500	Spectrogram 1	1	1144.245333333	1145.514666667	1476.562	2953.125	SMA03326_20210611_175000.wav	Crypturellus_soui	3807	1140	0		
502	Spectrogram 1	1	1163.712000000	1165.226666667	1570.312	2367.188	SMA03326_20210611_175000.wav	Crypturellus_soui	3921	1140	0		
503	Spectrogram 1	1	1173.194666667	1174.506666667	1359.375	2882.812	SMA03326_20210611_175000.wav	Crypturellus_soui	3996	1140	0		
504	Spectrogram 1	1	1183.562666667	1185.290666667	820.312	2601.562	SMA03326_20210611_175000.wav	Crypturellus_soui	4089	1140	0		
505	Spectrogram 1	1	1189.653333333	1191.029333333	1664.062	2390.625	SMA03326_20210611_175000.wav	Crypturellus_soui	4127	1140	0		
506	Spectrogram 1	1	1202.378666667	1202.986666667	1710.938	2062.500	SMA03330_20210320_181000.wav	Crypturellus_soui	4191	1200	0		
507	Spectrogram 1	1	1206.453333333	1207.114666667	1710.938	2085.938	SMA03330_20210320_181000.wav	Crypturellus_soui	4204	1200	0		
510	Spectrogram 1	1	1227.189333333	1229.088000000	1734.375	2132.812	SMA03330_20210320_181000.wav	Crypturellus_soui	4266	1200	0		
512	Spectrogram 1	1	1232.426666667	1233.770666667	1804.688	2132.812	SMA03330_20210320_181000.wav	Crypturellus_soui	4280	1200	0		
514	Spectrogram 1	1	1284.970666667	1287.146666667	492.188	2109.375	SMA03332_20210325_182000.wav	Crypturellus_soui	4442	1260	0		
548	Spectrogram 1	1	1454.954666667	1455.594666667	1218.750	1968.750	SMA03297_20210605_061000.wav	Dendroplex_picus	4853	1440	0		
549	Spectrogram 1	1	1473.802666667	1474.442666667	1148.438	1968.750	SMA03297_20210605_061000.wav	Dendroplex_picus	4893	1440	0		
550	Spectrogram 1	1	1480.448000000	1481.077333333	1218.750	2015.625	SMA03297_20210605_061000.wav	Dendroplex_picus	4907	1440	0		
595	Spectrogram 1	1	1573.365333333	1576.032000000	1617.188	2882.812	SMA03320_20210328_054000.wav	Dendroplex_picus	5133	1560	0		
464	Spectrogram 1	1	900.885333333	901.002666667	4218.750	5929.688	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	2970	900	0		
465	Spectrogram 1	1	903.872000000	904.010666667	4242.188	6117.188	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	2974	900	0		
467	Spectrogram 1	1	905.856000000	906.176000000	3867.188	6210.938	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	2978	900	0		
468	Spectrogram 1	1	907.978666667	908.266666667	3843.750	6164.062	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	2984	900	0		
469	Spectrogram 1	1	910.069333333	911.477333333	3609.375	6398.438	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	2987	900	0		
474	Spectrogram 1	1	925.738666667	926.474666667	3703.125	6304.688	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	3008	900	0		
475	Spectrogram 1	1	927.050666667	927.157333333	4101.562	5250.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	3011	900	0		
477	Spectrogram 1	1	929.077333333	929.440000000	3750.000	6093.750	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	3015	900	0		
479	Spectrogram 1	1	930.506666667	931.136000000	3703.125	6023.438	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	3020	900	0		
481	Spectrogram 1	1	934.080000000	934.240000000	3726.562	6187.500	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	3027	900	0		
482	Spectrogram 1	1	935.946666667	936.170666667	3328.125	6328.125	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	3031	900	0		
599	Spectrogram 1	1	1680.170666667	1680.330666667	3984.375	6328.125	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5336	1680	0		
600	Spectrogram 1	1	1680.480000000	1680.789333333	4054.688	6304.688	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5337	1680	0		
601	Spectrogram 1	1	1680.896000000	1681.610666667	3984.375	6468.750	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5338	1680	0		
602	Spectrogram 1	1	1681.696000000	1682.037333333	4007.812	6375.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5340	1680	0		
603	Spectrogram 1	1	1683.648000000	1684.000000000	4007.812	6375.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5343	1680	0		
604	Spectrogram 1	1	1684.224000000	1684.789333333	3960.938	6468.750	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5344	1680	0		
605	Spectrogram 1	1	1685.290666667	1685.589333333	4054.688	6375.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5346	1680	0		
606	Spectrogram 1	1	1685.749333333	1686.709333333	4031.250	6468.750	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5348	1680	0		
607	Spectrogram 1	1	1702.240000000	1702.346666667	4429.688	5484.375	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5382	1680	0		
608	Spectrogram 1	1	1702.848000000	1703.392000000	4195.312	6468.750	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5384	1680	0		
609	Spectrogram 1	1	1703.818666667	1703.957333333	4617.188	6140.625	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5388	1680	0		
610	Spectrogram 1	1	1715.520000000	1715.648000000	4523.438	6117.188	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5411	1680	0		
611	Spectrogram 1	1	1715.957333333	1716.576000000	4195.312	6468.750	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5412	1680	0		
612	Spectrogram 1	1	1716.906666667	1717.088000000	4218.750	6304.688	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5414	1680	0		
613	Spectrogram 1	1	1717.226666667	1717.408000000	4171.875	6140.625	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5415	1680	0		
614	Spectrogram 1	1	1717.909333333	1718.336000000	4218.750	6445.312	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5417	1680	0		
615	Spectrogram 1	1	1719.850666667	1720.010666667	4382.812	6304.688	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5419	1680	0		
616	Spectrogram 1	1	1722.368000000	1722.538666667	4171.875	6328.125	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5422	1680	0		
617	Spectrogram 1	1	1723.712000000	1723.893333333	4101.562	6304.688	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5425	1680	0		
618	Spectrogram 1	1	1724.106666667	1724.309333333	4171.875	6351.562	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5426	1680	0		
619	Spectrogram 1	1	1724.405333333	1724.544000000	4195.312	6304.688	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5427	1680	0		
620	Spectrogram 1	1	1730.826666667	1731.018666667	4078.125	6351.562	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5435	1680	0		
621	Spectrogram 1	1	1731.232000000	1732.341333333	4007.812	6445.312	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5436	1680	0		
622	Spectrogram 1	1	1732.640000000	1735.018666667	4007.812	6445.312	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5438	1680	0		
623	Spectrogram 1	1	1734.997333333	1737.738666667	4078.125	6445.312	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5440	1680	0		
625	Spectrogram 1	1	1738.794666667	1739.488000000	4101.562	6445.312	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	5445	1680	0		
659	Spectrogram 1	1	1803.744000000	1804.256000000	2531.250	3304.688	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5715	1800	0		
663	Spectrogram 1	1	1805.813333333	1805.984000000	2531.250	3164.062	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5724	1800	0		
665	Spectrogram 1	1	1807.040000000	1807.178666667	2507.812	3328.125	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5727	1800	0		
669	Spectrogram 1	1	1809.141333333	1809.301333333	2531.250	3164.062	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5733	1800	0		
672	Spectrogram 1	1	1810.421333333	1810.581333333	2531.250	3210.938	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5737	1800	0		
675	Spectrogram 1	1	1814.080000000	1814.250666667	2460.938	3117.188	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5749	1800	0		
677	Spectrogram 1	1	1818.144000000	1818.442666667	2460.938	3375.000	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5757	1800	0		
678	Spectrogram 1	1	1820.832000000	1820.992000000	2531.250	3234.375	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5763	1800	0		
679	Spectrogram 1	1	1822.144000000	1822.549333333	2507.812	3281.250	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5767	1800	0		
680	Spectrogram 1	1	1828.512000000	1828.650666667	2484.375	3281.250	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5778	1800	0		
681	Spectrogram 1	1	1830.165333333	1830.314666667	2554.688	3328.125	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5781	1800	0		
683	Spectrogram 1	1	1831.530666667	1831.690666667	2507.812	3375.000	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5785	1800	0		
685	Spectrogram 1	1	1832.586666667	1833.002666667	2414.062	3375.000	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5790	1800	0		
686	Spectrogram 1	1	1834.880000000	1835.477333333	2460.938	3398.438	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5793	1800	0		
690	Spectrogram 1	1	1837.258666667	1837.920000000	2484.375	3375.000	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5801	1800	0		
702	Spectrogram 1	1	1850.058666667	1850.218666667	2554.688	3257.812	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5826	1800	0		
704	Spectrogram 1	1	1851.712000000	1851.882666667	2578.125	3304.688	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5829	1800	0		
706	Spectrogram 1	1	1854.389333333	1854.698666667	2554.688	3257.812	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5837	1800	0		
707	Spectrogram 1	1	1857.109333333	1857.344000000	2578.125	3375.000	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5845	1800	0		
708	Spectrogram 1	1	1858.538666667	1858.848000000	2460.938	3351.562	SMA03297_20210603_193000.wav	Dendropsophus_microcephalus	5848	1800	0		
710	Spectrogram 1	1	1862.112000000	1862.293333333	2507.812	3070.312	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5863	1860	0		
711	Spectrogram 1	1	1862.933333333	1863.274666667	2507.812	3656.250	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5865	1860	0		
712	Spectrogram 1	1	1864.490666667	1865.024000000	2531.250	3656.250	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5871	1860	0		
713	Spectrogram 1	1	1866.346666667	1866.784000000	2367.188	3679.688	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5879	1860	0		
715	Spectrogram 1	1	1872.138666667	1872.320000000	2437.500	3187.500	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5897	1860	0		
716	Spectrogram 1	1	1873.258666667	1873.877333333	2343.750	3257.812	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5900	1860	0		
717	Spectrogram 1	1	1881.738666667	1882.186666667	2484.375	3328.125	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5914	1860	0		
718	Spectrogram 1	1	1884.704000000	1885.258666667	2437.500	3375.000	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5922	1860	0		
720	Spectrogram 1	1	1892.309333333	1892.501333333	2390.625	3281.250	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5936	1860	0		
721	Spectrogram 1	1	1895.584000000	1895.744000000	2437.500	3351.562	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5947	1860	0		
722	Spectrogram 1	1	1897.322666667	1897.514666667	2507.812	3468.750	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5950	1860	0		
723	Spectrogram 1	1	1899.722666667	1900.096000000	2484.375	3796.875	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5957	1860	0		
724	Spectrogram 1	1	1900.981333333	1901.173333333	2507.812	3562.500	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5961	1860	0		
725	Spectrogram 1	1	1903.562666667	1903.765333333	2273.438	3375.000	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5965	1860	0		
728	Spectrogram 1	1	1915.680000000	1915.861333333	2460.938	3046.875	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5993	1860	0		
729	Spectrogram 1	1	1917.184000000	1917.365333333	2343.750	3070.312	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	5996	1860	0		
730	Spectrogram 1	1	1918.400000000	1918.581333333	2414.062	3468.750	SMA03297_20210603_200000.wav	Dendropsophus_microcephalus	6000	1860	0		
731	Spectrogram 1	1	1921.130666667	1921.557333333	3304.688	4078.125	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6005	1920	0		
732	Spectrogram 1	1	1922.709333333	1923.125333333	3257.812	4101.562	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6007	1920	0		
733	Spectrogram 1	1	1925.397333333	1925.866666667	2531.250	4125.000	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6009	1920	0		
734	Spectrogram 1	1	1926.741333333	1927.445333333	2742.188	4078.125	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6012	1920	0		
735	Spectrogram 1	1	1929.120000000	1929.546666667	3117.188	4148.438	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6018	1920	0		
736	Spectrogram 1	1	1931.050666667	1931.413333333	3140.625	4054.688	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6020	1920	0		
737	Spectrogram 1	1	1932.725333333	1933.280000000	2906.250	4125.000	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6023	1920	0		
738	Spectrogram 1	1	1934.538666667	1935.050666667	3093.750	4125.000	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6025	1920	0		
739	Spectrogram 1	1	1938.944000000	1939.445333333	3140.625	4101.562	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6032	1920	0		
740	Spectrogram 1	1	1941.429333333	1942.048000000	3164.062	4125.000	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6039	1920	0		
741	Spectrogram 1	1	1943.392000000	1943.872000000	3257.812	4054.688	SMA03297_20210606_195000.wav	Dendropsophus_microcephalus	6042	1920	0		
