Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File	Specie ID	Original Index	review	type	Reason	offset
214	Spectrogram 1	1	1316.400000000	1318.799000000	56.400	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	726	0			1260
215	Spectrogram 1	1	1286.400000000	1288.399000000	26.400	3000.000	SMA03247_20210322_181000.wav	Leptodactylus_fuscus	1114	0			1260
216	Spectrogram 1	1	1269.600000000	1271.599000000	9.600	3000.000	SMA03247_20210322_181000.wav	Leptodactylus_fuscus	1113	0			1260
217	Spectrogram 1	1	1262.800000000	1265.199000000	2.800	3000.000	SMA03247_20210322_181000.wav	Leptodactylus_fuscus	1112	0			1260
218	Spectrogram 1	1	1260.000000000	1261.999000000	0.000	3000.000	SMA03247_20210322_181000.wav	Leptodactylus_fuscus	1111	0			1260
219	Spectrogram 1	1	1287.600000000	1289.599000000	27.600	3000.000	SMA03247_20210322_181000.wav	Leptodactylus_fuscus	1115	0			1260
220	Spectrogram 1	1	1296.800000000	1299.599000000	36.800	3000.000	SMA03247_20210322_181000.wav	Leptodactylus_fuscus	1116	0			1260
221	Spectrogram 1	1	1302.000000000	1304.399000000	42.000	3000.000	SMA03247_20210322_181000.wav	Leptodactylus_fuscus	1117	0			1260
222	Spectrogram 1	1	1291.200000000	1293.199000000	31.200	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	720	0			1260
223	Spectrogram 1	1	1288.800000000	1290.799000000	28.800	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	719	0			1260
224	Spectrogram 1	1	1288.000000000	1289.999000000	28.000	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	718	0			1260
225	Spectrogram 1	1	1276.800000000	1278.799000000	16.800	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	717	0			1260
226	Spectrogram 1	1	1315.200000000	1317.199000000	55.200	3000.000	SMA03247_20210322_181000.wav	Leptodactylus_fuscus	1118	0			1260
227	Spectrogram 1	1	1268.400000000	1270.399000000	8.400	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	716	0			1260
228	Spectrogram 1	1	1264.800000000	1266.799000000	4.800	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	715	0			1260
229	Spectrogram 1	1	1263.200000000	1265.999000000	3.200	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	714	0			1260
230	Spectrogram 1	1	1335.600000000	1337.999000000	15.600	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	435	0			1320
231	Spectrogram 1	1	1370.800000000	1373.199000000	50.800	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	443	0			1320
232	Spectrogram 1	1	1339.200000000	1341.199000000	19.200	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	437	0			1320
233	Spectrogram 1	1	1321.200000000	1323.199000000	1.200	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	433	0			1320
234	Spectrogram 1	1	1359.200000000	1361.199000000	39.200	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	442	0			1320
235	Spectrogram 1	1	1357.600000000	1359.599000000	37.600	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	441	0			1320
236	Spectrogram 1	1	1355.200000000	1357.199000000	35.200	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	440	0			1320
238	Spectrogram 1	1	1343.200000000	1346.799000000	23.200	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	438	0			1320
239	Spectrogram 1	1	1325.200000000	1327.199000000	5.200	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	434	0			1320
240	Spectrogram 1	1	1372.400000000	1374.399000000	52.400	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	444	0			1320
242	Spectrogram 1	1	1376.400000000	1378.399000000	56.400	7200.000	SMA03247_20210323_050000.wav	Dendropsophus_microcephalus	445	0			1320
246	Spectrogram 1	1	1424.000000000	1425.999000000	44.000	7200.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	482	0			1380
247	Spectrogram 1	1	1400.000000000	1403.199000000	20.000	7200.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	479	0			1380
248	Spectrogram 1	1	1382.000000000	1388.399000000	2.000	7200.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	478	0			1380
251	Spectrogram 1	1	1460.800000000	1463.199000000	20.800	1300.000	SMA03247_20210325_054000.wav	Alouatta_sp	1176	0			1440
253	Spectrogram 1	1	1476.000000000	1478.399000000	36.000	1300.000	SMA03247_20210325_054000.wav	Alouatta_sp	1178	0			1440
254	Spectrogram 1	1	1494.000000000	1497.999000000	54.000	1300.000	SMA03247_20210325_054000.wav	Alouatta_sp	1179	0			1440
255	Spectrogram 1	1	1445.600000000	1450.799000000	5.600	1300.000	SMA03247_20210325_054000.wav	Alouatta_sp	1175	0			1440
256	Spectrogram 1	1	1542.400000000	1544.399000000	42.400	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	476	0			1500
257	Spectrogram 1	1	1502.000000000	1507.599000000	2.000	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	463	0			1500
258	Spectrogram 1	1	1534.000000000	1537.599000000	34.000	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	473	0			1500
259	Spectrogram 1	1	1532.400000000	1534.399000000	32.400	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	472	0			1500
260	Spectrogram 1	1	1510.000000000	1513.199000000	10.000	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	466	0			1500
261	Spectrogram 1	1	1513.600000000	1516.399000000	13.600	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	467	0			1500
262	Spectrogram 1	1	1520.800000000	1523.999000000	20.800	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	468	0			1500
263	Spectrogram 1	1	1524.800000000	1527.999000000	24.800	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	469	0			1500
264	Spectrogram 1	1	1528.400000000	1530.399000000	28.400	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	470	0			1500
265	Spectrogram 1	1	1530.000000000	1531.999000000	30.000	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	471	0			1500
266	Spectrogram 1	1	1506.800000000	1509.999000000	6.800	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	464	0			1500
267	Spectrogram 1	1	1508.800000000	1511.199000000	8.800	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	465	0			1500
268	Spectrogram 1	1	1538.000000000	1541.199000000	38.000	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	475	0			1500
269	Spectrogram 1	1	1520.800000000	1524.399000000	20.800	1300.000	SMA03247_20210325_055000.wav	Alouatta_sp	1170	0			1500
270	Spectrogram 1	1	1551.200000000	1555.999000000	51.200	1300.000	SMA03247_20210325_055000.wav	Alouatta_sp	1174	0			1500
271	Spectrogram 1	1	1548.800000000	1551.599000000	48.800	1300.000	SMA03247_20210325_055000.wav	Alouatta_sp	1173	0			1500
272	Spectrogram 1	1	1537.200000000	1541.599000000	37.200	1300.000	SMA03247_20210325_055000.wav	Alouatta_sp	1172	0			1500
273	Spectrogram 1	1	1526.800000000	1532.399000000	26.800	1300.000	SMA03247_20210325_055000.wav	Alouatta_sp	1171	0			1500
274	Spectrogram 1	1	1511.200000000	1518.399000000	11.200	1300.000	SMA03247_20210325_055000.wav	Alouatta_sp	1169	0			1500
275	Spectrogram 1	1	1503.600000000	1508.399000000	3.600	1300.000	SMA03247_20210325_055000.wav	Alouatta_sp	1168	0			1500
276	Spectrogram 1	1	1500.000000000	1502.799000000	0.000	1300.000	SMA03247_20210325_055000.wav	Alouatta_sp	1167	0			1500
277	Spectrogram 1	1	1536.800000000	1539.199000000	36.800	7200.000	SMA03247_20210325_055000.wav	Dendropsophus_microcephalus	474	0			1500
278	Spectrogram 1	1	1615.600000000	1619.999000000	55.600	7200.000	SMA03247_20210325_060000.wav	Dendropsophus_microcephalus	432	0			1560
279	Spectrogram 1	1	1613.600000000	1616.799000000	53.600	7200.000	SMA03247_20210325_060000.wav	Dendropsophus_microcephalus	431	0			1560
280	Spectrogram 1	1	1592.800000000	1594.799000000	32.800	7200.000	SMA03247_20210325_060000.wav	Dendropsophus_microcephalus	430	0			1560
281	Spectrogram 1	1	1635.200000000	1637.599000000	15.200	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1121	0			1620
282	Spectrogram 1	1	1628.400000000	1631.199000000	8.400	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1120	0			1620
283	Spectrogram 1	1	1636.400000000	1638.399000000	16.400	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1122	0			1620
284	Spectrogram 1	1	1621.600000000	1624.399000000	1.600	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1119	0			1620
285	Spectrogram 1	1	1638.400000000	1640.399000000	18.400	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1123	0			1620
286	Spectrogram 1	1	1664.000000000	1666.399000000	44.000	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1126	0			1620
287	Spectrogram 1	1	1652.000000000	1653.999000000	32.000	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1125	0			1620
288	Spectrogram 1	1	1674.800000000	1677.199000000	54.800	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1127	0			1620
289	Spectrogram 1	1	1678.000000000	1679.999000000	58.000	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1128	0			1620
290	Spectrogram 1	1	1648.000000000	1650.799000000	28.000	3000.000	SMA03247_20210603_180000.wav	Leptodactylus_fuscus	1124	0			1620
291	Spectrogram 1	1	1693.200000000	1695.199000000	13.200	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1058	0			1680
292	Spectrogram 1	1	1728.400000000	1730.799000000	48.400	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1065	0			1680
293	Spectrogram 1	1	1727.200000000	1729.199000000	47.200	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1064	0			1680
294	Spectrogram 1	1	1726.400000000	1728.399000000	46.400	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1063	0			1680
295	Spectrogram 1	1	1705.200000000	1707.199000000	25.200	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1062	0			1680
296	Spectrogram 1	1	1703.200000000	1705.199000000	23.200	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1061	0			1680
297	Spectrogram 1	1	1697.200000000	1699.199000000	17.200	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1060	0			1680
298	Spectrogram 1	1	1686.000000000	1688.799000000	6.000	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1057	0			1680
299	Spectrogram 1	1	1694.000000000	1695.999000000	14.000	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1059	0			1680
300	Spectrogram 1	1	1684.000000000	1686.799000000	4.000	3000.000	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	1056	0			1680
301	Spectrogram 1	1	1787.200000000	1789.199000000	47.200	3000.000	SMA03247_20210605_181000.wav	Leptodactylus_fuscus	968	0			1740
302	Spectrogram 1	1	1740.000000000	1741.999000000	0.000	3000.000	SMA03247_20210605_181000.wav	Leptodactylus_fuscus	963	0			1740
303	Spectrogram 1	1	1762.400000000	1764.399000000	22.400	3000.000	SMA03247_20210605_181000.wav	Leptodactylus_fuscus	964	0			1740
304	Spectrogram 1	1	1794.000000000	1795.999000000	54.000	3000.000	SMA03247_20210605_181000.wav	Leptodactylus_fuscus	971	0			1740
305	Spectrogram 1	1	1793.200000000	1795.199000000	53.200	3000.000	SMA03247_20210605_181000.wav	Leptodactylus_fuscus	970	0			1740
306	Spectrogram 1	1	1791.200000000	1793.199000000	51.200	3000.000	SMA03247_20210605_181000.wav	Leptodactylus_fuscus	969	0			1740
307	Spectrogram 1	1	1763.200000000	1765.599000000	23.200	3000.000	SMA03247_20210605_181000.wav	Leptodactylus_fuscus	965	0			1740
308	Spectrogram 1	1	1786.400000000	1788.399000000	46.400	3000.000	SMA03247_20210605_181000.wav	Leptodactylus_fuscus	967	0			1740
309	Spectrogram 1	1	1772.800000000	1774.799000000	32.800	3000.000	SMA03247_20210605_181000.wav	Leptodactylus_fuscus	966	0			1740
14	Spectrogram 1	1	190.800000000	192.799000000	10.800	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1045	0			180
15	Spectrogram 1	1	187.600000000	189.599000000	7.600	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1044	0			180
16	Spectrogram 1	1	237.600000000	239.999000000	57.600	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1055	0			180
17	Spectrogram 1	1	217.600000000	219.599000000	37.600	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1053	0			180
18	Spectrogram 1	1	184.000000000	185.999000000	4.000	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1043	0			180
19	Spectrogram 1	1	212.400000000	214.399000000	32.400	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1051	0			180
20	Spectrogram 1	1	211.200000000	213.199000000	31.200	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1050	0			180
21	Spectrogram 1	1	199.600000000	201.999000000	19.600	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1049	0			180
22	Spectrogram 1	1	195.600000000	197.599000000	15.600	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1048	0			180
23	Spectrogram 1	1	194.800000000	196.799000000	14.800	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1047	0			180
24	Spectrogram 1	1	191.600000000	193.599000000	11.600	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1046	0			180
25	Spectrogram 1	1	236.400000000	238.399000000	56.400	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1054	0			180
26	Spectrogram 1	1	216.000000000	217.999000000	36.000	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1052	0			180
310	Spectrogram 1	1	1854.400000000	1857.199000000	54.400	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	24	0			1800
311	Spectrogram 1	1	1848.800000000	1850.799000000	48.800	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	22	0			1800
312	Spectrogram 1	1	1852.400000000	1854.399000000	52.400	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	23	0			1800
313	Spectrogram 1	1	1846.400000000	1849.599000000	46.400	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	21	0			1800
314	Spectrogram 1	1	1845.600000000	1847.599000000	45.600	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	20	0			1800
315	Spectrogram 1	1	1856.800000000	1859.599000000	56.800	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	25	0			1800
316	Spectrogram 1	1	1841.600000000	1844.399000000	41.600	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	19	0			1800
317	Spectrogram 1	1	1820.400000000	1823.199000000	20.400	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	18	0			1800
318	Spectrogram 1	1	1803.600000000	1805.599000000	3.600	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	15	0			1800
319	Spectrogram 1	1	1808.000000000	1809.999000000	8.000	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	16	0			1800
320	Spectrogram 1	1	1818.400000000	1820.399000000	18.400	2500.000	SMA03247_20210605_200000.wav	Boana_platanera	17	0			1800
321	Spectrogram 1	1	1871.600000000	1873.599000000	11.600	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	158	0			1860
322	Spectrogram 1	1	1860.400000000	1863.599000000	0.400	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	154	0			1860
323	Spectrogram 1	1	1864.000000000	1865.999000000	4.000	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	155	0			1860
324	Spectrogram 1	1	1911.200000000	1919.999000000	51.200	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	172	0			1860
325	Spectrogram 1	1	1906.800000000	1911.999000000	46.800	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	171	0			1860
326	Spectrogram 1	1	1904.400000000	1907.999000000	44.400	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	170	0			1860
327	Spectrogram 1	1	1867.200000000	1870.399000000	7.200	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	157	0			1860
328	Spectrogram 1	1	1903.600000000	1905.599000000	43.600	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	169	0			1860
329	Spectrogram 1	1	1901.200000000	1903.599000000	41.200	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	167	0			1860
330	Spectrogram 1	1	1898.400000000	1900.399000000	38.400	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	165	0			1860
331	Spectrogram 1	1	1895.600000000	1897.599000000	35.600	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	164	0			1860
332	Spectrogram 1	1	1892.400000000	1895.599000000	32.400	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	163	0			1860
333	Spectrogram 1	1	1890.800000000	1893.599000000	30.800	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	162	0			1860
334	Spectrogram 1	1	1888.000000000	1889.999000000	28.000	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	161	0			1860
335	Spectrogram 1	1	1885.200000000	1887.199000000	25.200	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	160	0			1860
336	Spectrogram 1	1	1866.000000000	1868.399000000	6.000	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	156	0			1860
337	Spectrogram 1	1	1902.400000000	1904.399000000	42.400	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	168	0			1860
338	Spectrogram 1	1	1882.000000000	1883.999000000	22.000	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	159	0			1860
339	Spectrogram 1	1	1899.200000000	1902.399000000	39.200	2500.000	SMA03247_20210606_191000.wav	Boana_platanera	166	0			1860
340	Spectrogram 1	1	1952.000000000	1955.599000000	32.000	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	141	0			1920
341	Spectrogram 1	1	1963.200000000	1965.199000000	43.200	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	144	0			1920
342	Spectrogram 1	1	1957.600000000	1959.599000000	37.600	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	143	0			1920
343	Spectrogram 1	1	1956.800000000	1958.799000000	36.800	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	142	0			1920
344	Spectrogram 1	1	1971.600000000	1973.599000000	51.600	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	146	0			1920
345	Spectrogram 1	1	1951.200000000	1953.199000000	31.200	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	140	0			1920
346	Spectrogram 1	1	1966.400000000	1968.399000000	46.400	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	145	0			1920
347	Spectrogram 1	1	1940.000000000	1941.999000000	20.000	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	138	0			1920
348	Spectrogram 1	1	1931.600000000	1934.399000000	11.600	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	137	0			1920
349	Spectrogram 1	1	1930.000000000	1932.399000000	10.000	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	136	0			1920
350	Spectrogram 1	1	1921.600000000	1923.599000000	1.600	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	135	0			1920
351	Spectrogram 1	1	1949.600000000	1951.599000000	29.600	2500.000	SMA03247_20210606_200000.wav	Boana_platanera	139	0			1920
352	Spectrogram 1	1	2006.000000000	2007.999000000	26.000	3100.000	SMA03247_20210607_060000.wav	Dendroplex_picus	368	0			1980
353	Spectrogram 1	1	1993.600000000	1995.599000000	13.600	3100.000	SMA03247_20210607_060000.wav	Dendroplex_picus	367	0			1980
354	Spectrogram 1	1	2014.800000000	2016.799000000	34.800	3100.000	SMA03247_20210607_060000.wav	Dendroplex_picus	369	0			1980
355	Spectrogram 1	1	2027.600000000	2029.599000000	47.600	3100.000	SMA03247_20210607_060000.wav	Dendroplex_picus	370	0			1980
357	Spectrogram 1	1	2071.600000000	2073.599000000	31.600	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	788	0			2040
358	Spectrogram 1	1	2085.200000000	2087.199000000	45.200	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	794	0			2040
362	Spectrogram 1	1	2057.600000000	2059.599000000	17.600	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	783	0			2040
363	Spectrogram 1	1	2052.000000000	2054.799000000	12.000	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	781	0			2040
369	Spectrogram 1	1	2077.200000000	2079.199000000	37.200	3000.000	SMA03251_20210324_050000.wav	Leptodactylus_fuscus	1095	0			2040
370	Spectrogram 1	1	2081.200000000	2083.199000000	41.200	3000.000	SMA03251_20210324_050000.wav	Leptodactylus_fuscus	1096	0			2040
374	Spectrogram 1	1	2092.800000000	2097.199000000	52.800	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	795	0			2040
375	Spectrogram 1	1	2043.600000000	2045.599000000	3.600	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	780	0			2040
376	Spectrogram 1	1	2083.600000000	2085.599000000	43.600	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	793	0			2040
380	Spectrogram 1	1	2100.400000000	2102.399000000	0.400	3000.000	SMA03251_20210324_051000.wav	Leptodactylus_fuscus	1000	0			2100
381	Spectrogram 1	1	2102.800000000	2104.799000000	2.800	3000.000	SMA03251_20210324_051000.wav	Leptodactylus_fuscus	1001	0			2100
383	Spectrogram 1	1	2151.600000000	2153.599000000	51.600	3000.000	SMA03251_20210324_051000.wav	Leptodactylus_fuscus	1004	0			2100
384	Spectrogram 1	1	2187.200000000	2189.199000000	27.200	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	732	0			2160
385	Spectrogram 1	1	2210.400000000	2212.399000000	50.400	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	739	0			2160
388	Spectrogram 1	1	2199.600000000	2201.599000000	39.600	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	736	0			2160
389	Spectrogram 1	1	2198.000000000	2199.999000000	38.000	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	735	0			2160
390	Spectrogram 1	1	2206.400000000	2208.399000000	46.400	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	738	0			2160
391	Spectrogram 1	1	2160.400000000	2162.799000000	0.400	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	727	0			2160
392	Spectrogram 1	1	2189.600000000	2192.399000000	29.600	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	734	0			2160
395	Spectrogram 1	1	2185.600000000	2187.599000000	25.600	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	731	0			2160
396	Spectrogram 1	1	2188.000000000	2190.399000000	28.000	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	733	0			2160
397	Spectrogram 1	1	2167.600000000	2169.599000000	7.600	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	728	0			2160
400	Spectrogram 1	1	2281.600000000	2283.599000000	1.600	3000.000	SMA03251_20210604_192000.wav	Leptodactylus_fuscus	990	0			2280
402	Spectrogram 1	1	2285.200000000	2287.199000000	5.200	3000.000	SMA03251_20210604_192000.wav	Leptodactylus_fuscus	992	0			2280
404	Spectrogram 1	1	2302.000000000	2304.399000000	22.000	3000.000	SMA03251_20210604_192000.wav	Leptodactylus_fuscus	993	0			2280
406	Spectrogram 1	1	2311.600000000	2313.599000000	31.600	3000.000	SMA03251_20210604_192000.wav	Leptodactylus_fuscus	995	0			2280
408	Spectrogram 1	1	2321.200000000	2323.199000000	41.200	3000.000	SMA03251_20210604_192000.wav	Leptodactylus_fuscus	997	0			2280
410	Spectrogram 1	1	2384.400000000	2387.599000000	44.400	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	263	0			2340
411	Spectrogram 1	1	2381.600000000	2383.599000000	41.600	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	262	0			2340
412	Spectrogram 1	1	2380.400000000	2382.399000000	40.400	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	261	0			2340
413	Spectrogram 1	1	2379.200000000	2381.199000000	39.200	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	260	0			2340
415	Spectrogram 1	1	2366.000000000	2367.999000000	26.000	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	258	0			2340
417	Spectrogram 1	1	2356.800000000	2358.799000000	16.800	3000.000	SMA03251_20210604_200000.wav	Leptodactylus_fuscus	976	0			2340
418	Spectrogram 1	1	2384.400000000	2386.399000000	44.400	3000.000	SMA03251_20210604_200000.wav	Leptodactylus_fuscus	977	0			2340
421	Spectrogram 1	1	2397.200000000	2399.199000000	57.200	3000.000	SMA03251_20210604_200000.wav	Leptodactylus_fuscus	979	0			2340
422	Spectrogram 1	1	2348.800000000	2350.799000000	8.800	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	254	0			2340
423	Spectrogram 1	1	2350.400000000	2352.399000000	10.400	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	255	0			2340
426	Spectrogram 1	1	2387.200000000	2390.799000000	47.200	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	265	0			2340
427	Spectrogram 1	1	2392.800000000	2397.599000000	52.800	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	266	0			2340
27	Spectrogram 1	1	278.000000000	279.999000000	38.000	1000.000	SMA03126_20210327_072000.wav	Patagioenas_cayennensis	1188	0			240
28	Spectrogram 1	1	280.800000000	283.599000000	40.800	1000.000	SMA03126_20210327_072000.wav	Patagioenas_cayennensis	1189	0			240
29	Spectrogram 1	1	284.400000000	287.199000000	44.400	1000.000	SMA03126_20210327_072000.wav	Patagioenas_cayennensis	1190	0			240
428	Spectrogram 1	1	2415.600000000	2417.599000000	15.600	3100.000	SMA03251_20210605_053000.wav	Dendroplex_picus	423	0			2400
429	Spectrogram 1	1	2400.800000000	2402.799000000	0.800	7000.000	SMA03251_20210605_053000.wav	Troglodytes_aedon	1374	0			2400
430	Spectrogram 1	1	2425.600000000	2427.599000000	25.600	7000.000	SMA03251_20210605_053000.wav	Troglodytes_aedon	1375	0			2400
431	Spectrogram 1	1	2432.800000000	2434.799000000	32.800	7000.000	SMA03251_20210605_053000.wav	Troglodytes_aedon	1376	0			2400
432	Spectrogram 1	1	2454.000000000	2455.999000000	54.000	7000.000	SMA03251_20210605_053000.wav	Troglodytes_aedon	1377	0			2400
433	Spectrogram 1	1	2491.200000000	2493.199000000	31.200	7000.000	SMA03251_20210605_070000.wav	Troglodytes_aedon	1367	0			2460
434	Spectrogram 1	1	2484.000000000	2486.399000000	24.000	7000.000	SMA03251_20210605_070000.wav	Troglodytes_aedon	1366	0			2460
435	Spectrogram 1	1	2501.200000000	2503.199000000	41.200	7000.000	SMA03251_20210605_070000.wav	Troglodytes_aedon	1368	0			2460
